id_,label,filename,x1,y1,x2,y2,pose,truncated,occluded,difficult
786,with_mask,maksssksksss264.xml,21,54,90,119,Unspecified,0,0,0
787,with_mask,maksssksksss264.xml,165,18,194,47,Unspecified,0,0,0
788,with_mask,maksssksksss264.xml,145,89,195,139,Unspecified,0,0,0
789,with_mask,maksssksksss264.xml,110,218,233,267,Unspecified,0,0,0
790,with_mask,maksssksksss264.xml,275,88,320,136,Unspecified,0,0,0
791,with_mask,maksssksksss264.xml,244,18,274,48,Unspecified,0,0,0
792,with_mask,maksssksksss264.xml,338,12,374,48,Unspecified,0,0,0
793,with_mask,maksssksksss292.xml,189,88,220,125,Unspecified,0,0,0
794,with_mask,maksssksksss292.xml,144,65,178,109,Unspecified,0,0,0
795,without_mask,maksssksksss526.xml,66,30,100,66,Unspecified,0,0,0
796,with_mask,maksssksksss526.xml,165,85,200,120,Unspecified,0,0,0
797,with_mask,maksssksksss526.xml,251,88,285,123,Unspecified,0,0,0
798,without_mask,maksssksksss526.xml,309,107,350,146,Unspecified,0,0,0
799,with_mask,maksssksksss212.xml,115,75,169,135,Unspecified,0,0,0
800,mask_weared_incorrect,maksssksksss761.xml,136,67,187,121,Unspecified,0,0,0
801,with_mask,maksssksksss672.xml,159,110,193,148,Unspecified,0,0,0
802,with_mask,maksssksksss672.xml,214,168,246,205,Unspecified,0,0,0
803,with_mask,maksssksksss672.xml,29,150,55,183,Unspecified,0,0,0
804,with_mask,maksssksksss672.xml,341,118,376,156,Unspecified,0,0,0
805,mask_weared_incorrect,maksssksksss672.xml,240,143,277,186,Unspecified,0,0,0
806,without_mask,maksssksksss672.xml,51,221,96,263,Unspecified,0,0,0
807,without_mask,maksssksksss672.xml,1,50,27,78,Unspecified,0,0,0
808,without_mask,maksssksksss672.xml,133,47,159,76,Unspecified,0,0,0
809,without_mask,maksssksksss672.xml,354,266,397,300,Unspecified,0,0,0
810,with_mask,maksssksksss684.xml,80,55,102,80,Unspecified,0,0,0
811,with_mask,maksssksksss684.xml,174,71,192,90,Unspecified,0,0,0
812,with_mask,maksssksksss684.xml,228,79,243,98,Unspecified,0,0,0
813,without_mask,maksssksksss684.xml,282,75,296,90,Unspecified,0,0,0
814,without_mask,maksssksksss684.xml,365,61,374,70,Unspecified,0,0,0
815,with_mask,maksssksksss357.xml,219,35,263,85,Unspecified,0,0,0
816,with_mask,maksssksksss457.xml,270,98,313,142,Unspecified,0,0,0
817,with_mask,maksssksksss457.xml,189,60,228,100,Unspecified,0,0,0
818,with_mask,maksssksksss457.xml,122,73,150,100,Unspecified,0,0,0
819,without_mask,maksssksksss457.xml,6,68,41,109,Unspecified,0,0,0
820,with_mask,maksssksksss457.xml,334,92,351,110,Unspecified,0,0,0
821,with_mask,maksssksksss457.xml,389,56,401,83,Unspecified,0,0,0
822,mask_weared_incorrect,maksssksksss658.xml,121,47,158,80,Unspecified,0,0,0
823,with_mask,maksssksksss638.xml,53,100,108,158,Unspecified,0,0,0
824,with_mask,maksssksksss638.xml,279,95,360,181,Unspecified,0,0,0
825,with_mask,maksssksksss727.xml,64,176,166,301,Unspecified,0,0,0
826,with_mask,maksssksksss63.xml,131,86,259,216,Unspecified,0,0,0
827,with_mask,maksssksksss572.xml,109,115,142,150,Unspecified,0,0,0
828,with_mask,maksssksksss572.xml,168,9,199,42,Unspecified,0,0,0
829,with_mask,maksssksksss572.xml,194,48,231,86,Unspecified,0,0,0
830,with_mask,maksssksksss572.xml,216,21,246,54,Unspecified,0,0,0
831,with_mask,maksssksksss572.xml,279,69,300,91,Unspecified,0,0,0
832,with_mask,maksssksksss572.xml,337,73,357,95,Unspecified,0,0,0
833,with_mask,maksssksksss604.xml,73,58,121,109,Unspecified,0,0,0
834,with_mask,maksssksksss604.xml,247,40,304,94,Unspecified,0,0,0
835,with_mask,maksssksksss234.xml,175,40,220,86,Unspecified,0,0,0
836,with_mask,maksssksksss234.xml,112,101,123,112,Unspecified,0,0,0
837,with_mask,maksssksksss234.xml,3,72,12,89,Unspecified,0,0,0
838,with_mask,maksssksksss234.xml,388,122,400,133,Unspecified,0,0,0
839,with_mask,maksssksksss234.xml,341,125,352,136,Unspecified,0,0,0
840,with_mask,maksssksksss10.xml,98,267,194,383,Unspecified,0,0,0
841,with_mask,maksssksksss617.xml,157,108,244,208,Unspecified,0,0,0
842,without_mask,maksssksksss627.xml,42,27,69,52,Unspecified,0,0,0
843,without_mask,maksssksksss627.xml,132,5,144,20,Unspecified,0,0,0
844,without_mask,maksssksksss627.xml,191,9,205,25,Unspecified,0,0,0
845,with_mask,maksssksksss627.xml,204,14,225,39,Unspecified,0,0,0
846,without_mask,maksssksksss627.xml,142,34,166,55,Unspecified,0,0,0
847,with_mask,maksssksksss627.xml,130,63,161,96,Unspecified,0,0,0
848,without_mask,maksssksksss627.xml,68,75,93,91,Unspecified,0,0,0
849,mask_weared_incorrect,maksssksksss627.xml,36,167,63,194,Unspecified,0,0,0
850,mask_weared_incorrect,maksssksksss627.xml,109,91,139,125,Unspecified,0,0,0
851,mask_weared_incorrect,maksssksksss627.xml,169,77,213,121,Unspecified,0,0,0
852,without_mask,maksssksksss627.xml,243,41,260,59,Unspecified,0,0,0
853,with_mask,maksssksksss627.xml,256,44,282,72,Unspecified,0,0,0
854,with_mask,maksssksksss627.xml,327,41,365,80,Unspecified,0,0,0
855,with_mask,maksssksksss627.xml,263,132,310,182,Unspecified,0,0,0
856,with_mask,maksssksksss49.xml,352,102,370,123,Unspecified,0,0,0
857,with_mask,maksssksksss49.xml,272,33,289,51,Unspecified,0,0,0
858,with_mask,maksssksksss49.xml,188,124,206,143,Unspecified,0,0,0
859,with_mask,maksssksksss49.xml,20,54,41,72,Unspecified,0,0,0
860,with_mask,maksssksksss49.xml,123,68,141,87,Unspecified,0,0,0
861,with_mask,maksssksksss49.xml,157,45,173,63,Unspecified,0,0,0
862,without_mask,maksssksksss49.xml,95,211,113,225,Unspecified,0,0,0
863,without_mask,maksssksksss49.xml,225,181,240,200,Unspecified,0,0,0
864,with_mask,maksssksksss198.xml,118,19,295,184,Unspecified,0,0,0
865,without_mask,maksssksksss289.xml,89,193,149,258,Unspecified,0,0,0
866,without_mask,maksssksksss289.xml,249,300,267,349,Unspecified,0,0,0
867,with_mask,maksssksksss742.xml,152,151,256,300,Unspecified,0,0,0
868,with_mask,maksssksksss546.xml,27,177,140,311,Unspecified,0,0,0
869,mask_weared_incorrect,maksssksksss484.xml,82,52,141,115,Unspecified,0,0,0
870,with_mask,maksssksksss136.xml,100,105,152,158,Unspecified,0,0,0
871,with_mask,maksssksksss407.xml,102,204,202,331,Unspecified,0,0,0
872,without_mask,maksssksksss348.xml,86,189,188,304,Unspecified,0,0,0
873,with_mask,maksssksksss822.xml,7,59,20,78,Unspecified,0,0,0
874,with_mask,maksssksksss822.xml,36,53,55,73,Unspecified,0,0,0
875,with_mask,maksssksksss822.xml,97,133,111,147,Unspecified,0,0,0
876,with_mask,maksssksksss822.xml,115,90,130,108,Unspecified,0,0,0
877,with_mask,maksssksksss822.xml,133,75,147,89,Unspecified,0,0,0
878,with_mask,maksssksksss822.xml,159,85,176,100,Unspecified,0,0,0
879,with_mask,maksssksksss822.xml,180,86,193,98,Unspecified,0,0,0
880,with_mask,maksssksksss822.xml,222,78,235,93,Unspecified,0,0,0
881,with_mask,maksssksksss822.xml,248,81,262,96,Unspecified,0,0,0
882,with_mask,maksssksksss822.xml,282,68,296,82,Unspecified,0,0,0
883,without_mask,maksssksksss822.xml,81,68,96,85,Unspecified,0,0,0
884,without_mask,maksssksksss822.xml,120,74,131,85,Unspecified,0,0,0
885,without_mask,maksssksksss822.xml,207,80,219,96,Unspecified,0,0,0
886,without_mask,maksssksksss822.xml,151,76,165,91,Unspecified,0,0,0
887,without_mask,maksssksksss495.xml,1,47,26,97,Unspecified,0,0,0
888,mask_weared_incorrect,maksssksksss495.xml,77,24,134,98,Unspecified,0,0,0
889,with_mask,maksssksksss495.xml,99,174,168,224,Unspecified,0,0,0
890,without_mask,maksssksksss495.xml,170,64,224,125,Unspecified,0,0,0
891,with_mask,maksssksksss495.xml,224,70,267,121,Unspecified,0,0,0
892,without_mask,maksssksksss495.xml,274,61,330,122,Unspecified,0,0,0
893,with_mask,maksssksksss495.xml,291,189,356,224,Unspecified,0,0,0
894,with_mask,maksssksksss495.xml,329,117,388,181,Unspecified,0,0,0
895,without_mask,maksssksksss495.xml,351,53,389,92,Unspecified,0,0,0
896,with_mask,maksssksksss466.xml,11,89,53,149,Unspecified,0,0,0
897,with_mask,maksssksksss466.xml,71,60,122,111,Unspecified,0,0,0
898,with_mask,maksssksksss466.xml,142,117,197,167,Unspecified,0,0,0
899,with_mask,maksssksksss466.xml,265,53,310,104,Unspecified,0,0,0
900,mask_weared_incorrect,maksssksksss830.xml,167,77,220,133,Unspecified,0,0,0
901,with_mask,maksssksksss23.xml,188,74,241,131,Unspecified,0,0,0
902,with_mask,maksssksksss756.xml,216,40,251,82,Unspecified,0,0,0
903,mask_weared_incorrect,maksssksksss756.xml,114,54,151,91,Unspecified,0,0,0
904,with_mask,maksssksksss329.xml,44,25,95,81,Unspecified,0,0,0
905,with_mask,maksssksksss329.xml,50,121,89,158,Unspecified,0,0,0
906,with_mask,maksssksksss329.xml,41,210,88,260,Unspecified,0,0,0
907,with_mask,maksssksksss329.xml,176,29,228,85,Unspecified,0,0,0
908,with_mask,maksssksksss329.xml,175,123,225,169,Unspecified,0,0,0
909,with_mask,maksssksksss329.xml,177,212,227,259,Unspecified,0,0,0
910,with_mask,maksssksksss329.xml,312,28,360,81,Unspecified,0,0,0
911,with_mask,maksssksksss329.xml,302,118,346,169,Unspecified,0,0,0
912,with_mask,maksssksksss329.xml,288,182,368,264,Unspecified,0,0,0
913,with_mask,maksssksksss733.xml,143,72,271,199,Unspecified,0,0,0
914,with_mask,maksssksksss113.xml,133,108,148,124,Unspecified,0,0,0
915,with_mask,maksssksksss113.xml,203,117,214,131,Unspecified,0,0,0
916,with_mask,maksssksksss113.xml,294,115,308,130,Unspecified,0,0,0
917,without_mask,maksssksksss113.xml,228,119,241,134,Unspecified,0,0,0
918,with_mask,maksssksksss465.xml,231,42,297,128,Unspecified,0,0,0
919,without_mask,maksssksksss565.xml,134,191,229,316,Unspecified,0,0,0
920,with_mask,maksssksksss44.xml,43,139,80,182,Unspecified,0,0,0
921,with_mask,maksssksksss44.xml,140,93,188,148,Unspecified,0,0,0
922,with_mask,maksssksksss44.xml,261,47,321,120,Unspecified,0,0,0
923,without_mask,maksssksksss44.xml,332,12,394,90,Unspecified,0,0,0
924,with_mask,maksssksksss513.xml,75,45,106,83,Unspecified,0,0,0
925,with_mask,maksssksksss513.xml,112,39,140,68,Unspecified,0,0,0
926,with_mask,maksssksksss513.xml,184,49,213,80,Unspecified,0,0,0
927,with_mask,maksssksksss576.xml,105,70,180,155,Unspecified,0,0,0
928,with_mask,maksssksksss576.xml,176,79,259,175,Unspecified,0,0,0
929,with_mask,maksssksksss107.xml,121,192,212,312,Unspecified,0,0,0
930,with_mask,maksssksksss37.xml,78,110,192,265,Unspecified,0,0,0
931,without_mask,maksssksksss254.xml,17,42,55,85,Unspecified,0,0,0
932,with_mask,maksssksksss254.xml,62,91,111,140,Unspecified,0,0,0
933,with_mask,maksssksksss254.xml,167,55,238,133,Unspecified,0,0,0
934,with_mask,maksssksksss254.xml,318,50,376,113,Unspecified,0,0,0
935,with_mask,maksssksksss254.xml,295,71,314,96,Unspecified,0,0,0
936,without_mask,maksssksksss254.xml,374,39,394,70,Unspecified,0,0,0
937,with_mask,maksssksksss254.xml,130,63,152,85,Unspecified,0,0,0
938,without_mask,maksssksksss543.xml,46,39,56,50,Unspecified,0,0,0
939,without_mask,maksssksksss543.xml,101,50,112,63,Unspecified,0,0,0
940,without_mask,maksssksksss543.xml,194,34,205,51,Unspecified,0,0,0
941,without_mask,maksssksksss543.xml,230,24,243,41,Unspecified,0,0,0
942,without_mask,maksssksksss543.xml,252,51,270,69,Unspecified,0,0,0
943,without_mask,maksssksksss543.xml,295,40,306,50,Unspecified,0,0,0
944,without_mask,maksssksksss543.xml,282,42,291,52,Unspecified,0,0,0
945,without_mask,maksssksksss543.xml,267,42,278,55,Unspecified,0,0,0
946,without_mask,maksssksksss543.xml,259,32,269,42,Unspecified,0,0,0
947,without_mask,maksssksksss543.xml,337,31,350,46,Unspecified,0,0,0
948,without_mask,maksssksksss327.xml,18,84,64,134,Unspecified,0,0,0
949,without_mask,maksssksksss327.xml,18,200,69,246,Unspecified,0,0,0
950,without_mask,maksssksksss327.xml,112,46,149,73,Unspecified,0,0,0
951,with_mask,maksssksksss327.xml,237,137,290,186,Unspecified,0,0,0
952,without_mask,maksssksksss327.xml,278,17,322,66,Unspecified,0,0,0
953,without_mask,maksssksksss327.xml,342,98,385,140,Unspecified,0,0,0
954,without_mask,maksssksksss327.xml,346,218,393,254,Unspecified,0,0,0
955,with_mask,maksssksksss541.xml,104,144,213,285,Unspecified,0,0,0
956,with_mask,maksssksksss243.xml,112,93,206,219,Unspecified,0,0,0
957,with_mask,maksssksksss35.xml,132,44,208,123,Unspecified,0,0,0
958,with_mask,maksssksksss35.xml,330,67,375,114,Unspecified,0,0,0
959,with_mask,maksssksksss730.xml,146,106,157,123,Unspecified,0,0,0
960,with_mask,maksssksksss730.xml,192,75,205,95,Unspecified,0,0,0
961,with_mask,maksssksksss730.xml,243,122,256,141,Unspecified,0,0,0
962,with_mask,maksssksksss450.xml,65,100,101,137,Unspecified,0,0,0
963,with_mask,maksssksksss450.xml,175,110,207,148,Unspecified,0,0,0
964,with_mask,maksssksksss450.xml,208,67,240,102,Unspecified,0,0,0
965,with_mask,maksssksksss450.xml,327,95,360,130,Unspecified,0,0,0
966,mask_weared_incorrect,maksssksksss782.xml,202,145,228,174,Unspecified,0,0,0
967,with_mask,maksssksksss782.xml,289,86,327,127,Unspecified,0,0,0
968,with_mask,maksssksksss587.xml,69,152,99,181,Unspecified,0,0,0
969,with_mask,maksssksksss587.xml,208,24,247,58,Unspecified,0,0,0
970,with_mask,maksssksksss476.xml,353,17,381,51,Unspecified,0,0,0
971,with_mask,maksssksksss476.xml,210,40,238,68,Unspecified,0,0,0
972,with_mask,maksssksksss476.xml,17,72,41,97,Unspecified,0,0,0
973,with_mask,maksssksksss476.xml,105,61,129,86,Unspecified,0,0,0
974,with_mask,maksssksksss476.xml,94,116,118,152,Unspecified,0,0,0
975,without_mask,maksssksksss476.xml,286,52,309,76,Unspecified,0,0,0
976,without_mask,maksssksksss476.xml,116,110,143,138,Unspecified,0,0,0
977,without_mask,maksssksksss104.xml,42,109,66,140,Unspecified,0,0,0
978,without_mask,maksssksksss104.xml,2,105,22,125,Unspecified,0,0,0
979,without_mask,maksssksksss104.xml,30,88,46,105,Unspecified,0,0,0
980,with_mask,maksssksksss104.xml,133,108,174,152,Unspecified,0,0,0
981,with_mask,maksssksksss104.xml,221,101,256,139,Unspecified,0,0,0
982,without_mask,maksssksksss104.xml,304,131,331,158,Unspecified,0,0,0
983,without_mask,maksssksksss104.xml,83,85,96,96,Unspecified,0,0,0
984,without_mask,maksssksksss104.xml,167,91,180,108,Unspecified,0,0,0
985,with_mask,maksssksksss403.xml,96,226,199,350,Unspecified,0,0,0
986,with_mask,maksssksksss54.xml,119,40,157,80,Unspecified,0,0,0
987,with_mask,maksssksksss54.xml,197,68,227,110,Unspecified,0,0,0
988,with_mask,maksssksksss54.xml,316,81,338,113,Unspecified,0,0,0
989,without_mask,maksssksksss54.xml,161,78,178,98,Unspecified,0,0,0
990,with_mask,maksssksksss682.xml,69,80,107,114,Unspecified,0,0,0
991,with_mask,maksssksksss682.xml,191,73,221,106,Unspecified,0,0,0
992,with_mask,maksssksksss682.xml,311,80,346,110,Unspecified,0,0,0
993,without_mask,maksssksksss682.xml,3,53,23,77,Unspecified,0,0,0
994,with_mask,maksssksksss682.xml,108,49,134,67,Unspecified,0,0,0
995,with_mask,maksssksksss59.xml,94,133,109,148,Unspecified,0,0,0
996,with_mask,maksssksksss59.xml,140,105,158,120,Unspecified,0,0,0
997,with_mask,maksssksksss59.xml,174,98,190,114,Unspecified,0,0,0
998,with_mask,maksssksksss59.xml,230,99,244,115,Unspecified,0,0,0
999,with_mask,maksssksksss59.xml,294,108,307,123,Unspecified,0,0,0
1000,with_mask,maksssksksss69.xml,145,93,280,241,Unspecified,0,0,0
1001,with_mask,maksssksksss426.xml,154,78,313,247,Unspecified,0,0,0
1002,with_mask,maksssksksss84.xml,64,129,110,174,Unspecified,0,0,0
1003,with_mask,maksssksksss84.xml,166,136,222,196,Unspecified,0,0,0
1004,with_mask,maksssksksss84.xml,383,126,430,184,Unspecified,0,0,0
1005,with_mask,maksssksksss776.xml,15,79,42,105,Unspecified,0,0,0
1006,with_mask,maksssksksss776.xml,288,88,317,127,Unspecified,0,0,0
1007,with_mask,maksssksksss755.xml,46,44,61,69,Unspecified,0,0,0
1008,with_mask,maksssksksss755.xml,36,98,47,121,Unspecified,0,0,0
1009,with_mask,maksssksksss755.xml,75,139,84,160,Unspecified,0,0,0
1010,with_mask,maksssksksss755.xml,89,35,113,57,Unspecified,0,0,0
1011,with_mask,maksssksksss755.xml,127,25,147,49,Unspecified,0,0,0
1012,with_mask,maksssksksss755.xml,250,126,274,153,Unspecified,0,0,0
1013,with_mask,maksssksksss755.xml,248,71,269,96,Unspecified,0,0,0
1014,with_mask,maksssksksss755.xml,330,24,350,48,Unspecified,0,0,0
1015,with_mask,maksssksksss368.xml,354,36,375,64,Unspecified,0,0,0
1016,with_mask,maksssksksss368.xml,314,23,339,53,Unspecified,0,0,0
1017,with_mask,maksssksksss368.xml,253,35,278,61,Unspecified,0,0,0
1018,with_mask,maksssksksss368.xml,195,54,212,77,Unspecified,0,0,0
1019,with_mask,maksssksksss368.xml,175,57,191,75,Unspecified,0,0,0
1020,with_mask,maksssksksss368.xml,104,48,127,70,Unspecified,0,0,0
1021,with_mask,maksssksksss368.xml,41,69,64,93,Unspecified,0,0,0
1022,with_mask,maksssksksss368.xml,62,65,80,88,Unspecified,0,0,0
1023,with_mask,maksssksksss368.xml,16,51,30,64,Unspecified,0,0,0
1024,with_mask,maksssksksss388.xml,26,92,44,121,Unspecified,0,0,0
1025,with_mask,maksssksksss388.xml,106,88,122,111,Unspecified,0,0,0
1026,with_mask,maksssksksss388.xml,122,102,146,124,Unspecified,0,0,0
1027,with_mask,maksssksksss388.xml,151,73,168,94,Unspecified,0,0,0
1028,without_mask,maksssksksss388.xml,168,76,190,100,Unspecified,0,0,0
1029,with_mask,maksssksksss388.xml,188,96,219,131,Unspecified,0,0,0
1030,without_mask,maksssksksss388.xml,192,59,210,78,Unspecified,0,0,0
1031,without_mask,maksssksksss388.xml,223,53,243,76,Unspecified,0,0,0
1032,without_mask,maksssksksss388.xml,272,67,291,88,Unspecified,0,0,0
1033,with_mask,maksssksksss388.xml,260,93,279,115,Unspecified,0,0,0
1034,with_mask,maksssksksss388.xml,288,86,308,113,Unspecified,0,0,0
1035,with_mask,maksssksksss388.xml,348,71,366,91,Unspecified,0,0,0
1036,mask_weared_incorrect,maksssksksss388.xml,303,96,330,123,Unspecified,0,0,0
1037,without_mask,maksssksksss388.xml,371,77,396,100,Unspecified,0,0,0
1038,without_mask,maksssksksss388.xml,68,75,80,88,Unspecified,0,0,0
1039,without_mask,maksssksksss388.xml,321,70,333,84,Unspecified,0,0,0
1040,with_mask,maksssksksss388.xml,367,67,378,79,Unspecified,0,0,0
1041,with_mask,maksssksksss253.xml,118,41,161,91,Unspecified,0,0,0
1042,with_mask,maksssksksss253.xml,191,76,208,96,Unspecified,0,0,0
1043,with_mask,maksssksksss253.xml,174,125,203,156,Unspecified,0,0,0
1044,with_mask,maksssksksss253.xml,209,124,237,151,Unspecified,0,0,0
1045,with_mask,maksssksksss253.xml,194,181,233,216,Unspecified,0,0,0
1046,mask_weared_incorrect,maksssksksss253.xml,287,144,327,179,Unspecified,0,0,0
1047,without_mask,maksssksksss253.xml,226,86,238,98,Unspecified,0,0,0
1048,without_mask,maksssksksss253.xml,155,83,172,103,Unspecified,0,0,0
1049,without_mask,maksssksksss253.xml,32,57,49,89,Unspecified,0,0,0
1050,without_mask,maksssksksss253.xml,385,77,400,93,Unspecified,0,0,0
1051,without_mask,maksssksksss818.xml,122,226,233,374,Unspecified,0,0,0
1052,with_mask,maksssksksss210.xml,92,203,205,356,Unspecified,0,0,0
1053,with_mask,maksssksksss87.xml,129,284,211,387,Unspecified,0,0,0
1054,with_mask,maksssksksss674.xml,24,60,44,83,Unspecified,0,0,0
1055,with_mask,maksssksksss674.xml,58,75,76,95,Unspecified,0,0,0
1056,with_mask,maksssksksss674.xml,130,67,152,92,Unspecified,0,0,0
1057,with_mask,maksssksksss674.xml,154,65,171,83,Unspecified,0,0,0
1058,with_mask,maksssksksss674.xml,171,116,192,138,Unspecified,0,0,0
1059,with_mask,maksssksksss674.xml,205,62,217,80,Unspecified,0,0,0
1060,with_mask,maksssksksss674.xml,216,63,234,84,Unspecified,0,0,0
1061,with_mask,maksssksksss674.xml,237,72,254,90,Unspecified,0,0,0
1062,with_mask,maksssksksss674.xml,252,79,269,99,Unspecified,0,0,0
1063,with_mask,maksssksksss674.xml,274,82,297,106,Unspecified,0,0,0
1064,with_mask,maksssksksss674.xml,300,60,314,77,Unspecified,0,0,0
1065,without_mask,maksssksksss674.xml,316,61,331,76,Unspecified,0,0,0
1066,with_mask,maksssksksss674.xml,345,54,362,74,Unspecified,0,0,0
1067,with_mask,maksssksksss674.xml,366,58,386,80,Unspecified,0,0,0
1068,with_mask,maksssksksss674.xml,113,55,127,72,Unspecified,0,0,0
1069,with_mask,maksssksksss674.xml,184,66,198,81,Unspecified,0,0,0
1070,with_mask,maksssksksss674.xml,140,56,155,71,Unspecified,0,0,0
1071,with_mask,maksssksksss674.xml,331,62,341,74,Unspecified,0,0,0
1072,with_mask,maksssksksss775.xml,77,66,130,108,Unspecified,0,0,0
1073,with_mask,maksssksksss775.xml,277,53,329,99,Unspecified,0,0,0
1074,mask_weared_incorrect,maksssksksss258.xml,133,43,194,108,Unspecified,0,0,0
1075,with_mask,maksssksksss606.xml,224,102,256,135,Unspecified,0,0,0
1076,with_mask,maksssksksss606.xml,133,126,158,149,Unspecified,0,0,0
1077,with_mask,maksssksksss436.xml,79,174,126,226,Unspecified,0,0,0
1078,with_mask,maksssksksss436.xml,206,120,259,178,Unspecified,0,0,0
1079,with_mask,maksssksksss547.xml,84,39,100,56,Unspecified,0,0,0
1080,with_mask,maksssksksss547.xml,192,31,212,51,Unspecified,0,0,0
1081,with_mask,maksssksksss547.xml,315,48,332,68,Unspecified,0,0,0
1082,with_mask,maksssksksss78.xml,108,231,186,336,Unspecified,0,0,0
1083,with_mask,maksssksksss434.xml,138,155,325,339,Unspecified,0,0,0
1084,with_mask,maksssksksss162.xml,86,181,191,308,Unspecified,0,0,0
1085,with_mask,maksssksksss469.xml,166,100,243,175,Unspecified,0,0,0
1086,with_mask,maksssksksss469.xml,254,125,315,172,Unspecified,0,0,0
1087,with_mask,maksssksksss467.xml,56,89,98,127,Unspecified,0,0,0
1088,with_mask,maksssksksss467.xml,181,62,215,95,Unspecified,0,0,0
1089,with_mask,maksssksksss467.xml,291,61,318,91,Unspecified,0,0,0
1090,with_mask,maksssksksss467.xml,318,91,348,120,Unspecified,0,0,0
1091,mask_weared_incorrect,maksssksksss467.xml,261,73,278,96,Unspecified,0,0,0
1092,without_mask,maksssksksss467.xml,152,76,171,98,Unspecified,0,0,0
1093,with_mask,maksssksksss167.xml,45,69,96,113,Unspecified,0,0,0
1094,with_mask,maksssksksss167.xml,185,113,222,155,Unspecified,0,0,0
1095,with_mask,maksssksksss167.xml,271,32,311,75,Unspecified,0,0,0
1096,with_mask,maksssksksss167.xml,20,90,30,105,Unspecified,0,0,0
1097,without_mask,maksssksksss716.xml,101,174,209,299,Unspecified,0,0,0
1098,with_mask,maksssksksss287.xml,35,106,162,245,Unspecified,0,0,0
1099,with_mask,maksssksksss287.xml,248,135,361,254,Unspecified,0,0,0
1100,with_mask,maksssksksss7.xml,253,116,342,210,Unspecified,0,0,0
1101,with_mask,maksssksksss7.xml,152,96,222,174,Unspecified,0,0,0
1102,with_mask,maksssksksss7.xml,120,134,173,194,Unspecified,0,0,0
1103,without_mask,maksssksksss7.xml,118,66,135,90,Unspecified,0,0,0
1104,with_mask,maksssksksss559.xml,7,215,50,256,Unspecified,0,0,0
1105,with_mask,maksssksksss559.xml,64,190,92,219,Unspecified,0,0,0
1106,with_mask,maksssksksss559.xml,96,161,148,220,Unspecified,0,0,0
1107,with_mask,maksssksksss559.xml,183,137,214,179,Unspecified,0,0,0
1108,with_mask,maksssksksss559.xml,120,53,138,72,Unspecified,0,0,0
1109,with_mask,maksssksksss559.xml,153,22,168,37,Unspecified,0,0,0
1110,with_mask,maksssksksss559.xml,163,55,177,73,Unspecified,0,0,0
1111,with_mask,maksssksksss559.xml,194,31,206,42,Unspecified,0,0,0
1112,with_mask,maksssksksss559.xml,230,32,245,48,Unspecified,0,0,0
1113,with_mask,maksssksksss559.xml,219,88,234,105,Unspecified,0,0,0
1114,with_mask,maksssksksss559.xml,257,124,298,165,Unspecified,0,0,0
1115,with_mask,maksssksksss559.xml,296,43,310,57,Unspecified,0,0,0
1116,without_mask,maksssksksss559.xml,332,81,347,96,Unspecified,0,0,0
1117,without_mask,maksssksksss559.xml,259,44,274,60,Unspecified,0,0,0
1118,without_mask,maksssksksss559.xml,170,108,189,127,Unspecified,0,0,0
1119,with_mask,maksssksksss798.xml,185,62,272,130,Unspecified,0,0,0
1120,with_mask,maksssksksss798.xml,164,238,262,322,Unspecified,0,0,0
1121,with_mask,maksssksksss191.xml,221,82,297,163,Unspecified,0,0,0
1122,with_mask,maksssksksss138.xml,51,144,128,239,Unspecified,0,0,0
1123,with_mask,maksssksksss138.xml,147,169,217,233,Unspecified,0,0,0
1124,with_mask,maksssksksss138.xml,224,92,309,186,Unspecified,0,0,0
1125,with_mask,maksssksksss363.xml,79,48,97,69,Unspecified,0,0,0
1126,with_mask,maksssksksss363.xml,116,78,134,101,Unspecified,0,0,0
1127,with_mask,maksssksksss363.xml,161,79,179,96,Unspecified,0,0,0
1128,with_mask,maksssksksss363.xml,193,53,209,76,Unspecified,0,0,0
1129,with_mask,maksssksksss363.xml,327,24,361,64,Unspecified,0,0,0
1130,with_mask,maksssksksss363.xml,345,87,379,128,Unspecified,0,0,0
1131,with_mask,maksssksksss481.xml,13,87,35,108,Unspecified,0,0,0
1132,with_mask,maksssksksss481.xml,39,92,65,118,Unspecified,0,0,0
1133,with_mask,maksssksksss481.xml,98,98,117,117,Unspecified,0,0,0
1134,with_mask,maksssksksss481.xml,208,67,235,97,Unspecified,0,0,0
1135,with_mask,maksssksksss481.xml,160,88,172,102,Unspecified,0,0,0
1136,without_mask,maksssksksss420.xml,96,171,197,282,Unspecified,0,0,0
1137,with_mask,maksssksksss769.xml,227,43,252,76,Unspecified,0,0,0
1138,with_mask,maksssksksss769.xml,281,132,308,156,Unspecified,0,0,0
1139,with_mask,maksssksksss100.xml,189,30,245,88,Unspecified,0,0,0
1140,with_mask,maksssksksss100.xml,387,54,400,75,Unspecified,0,0,0
1141,with_mask,maksssksksss100.xml,118,87,163,126,Unspecified,0,0,0
1142,with_mask,maksssksksss636.xml,76,94,99,121,Unspecified,0,0,0
1143,with_mask,maksssksksss636.xml,163,113,187,133,Unspecified,0,0,0
1144,without_mask,maksssksksss636.xml,229,93,243,108,Unspecified,0,0,0
1145,without_mask,maksssksksss636.xml,271,103,285,121,Unspecified,0,0,0
1146,with_mask,maksssksksss636.xml,37,100,46,112,Unspecified,0,0,0
