id_,filename,width,height,depth,segmented
665,maksssksksss160.xml,400,286,3,0
666,maksssksksss530.xml,301,400,3,0
667,maksssksksss518.xml,400,225,3,0
668,maksssksksss208.xml,400,200,3,0
669,maksssksksss267.xml,400,267,3,0
670,maksssksksss696.xml,400,269,3,0
671,maksssksksss429.xml,400,267,3,0
672,maksssksksss265.xml,400,267,3,0
673,maksssksksss491.xml,301,400,3,0
674,maksssksksss602.xml,400,226,3,0
675,maksssksksss74.xml,400,301,3,0
676,maksssksksss613.xml,400,267,3,0
677,maksssksksss713.xml,400,289,3,0
678,maksssksksss763.xml,400,225,3,0
679,maksssksksss654.xml,267,400,3,0
680,maksssksksss237.xml,400,267,3,0
681,maksssksksss740.xml,400,264,3,0
682,maksssksksss592.xml,600,600,3,0
683,maksssksksss539.xml,400,267,3,0
684,maksssksksss601.xml,301,400,3,0
685,maksssksksss206.xml,400,298,3,0
686,maksssksksss299.xml,301,400,3,0
687,maksssksksss532.xml,301,400,3,0
688,maksssksksss512.xml,400,280,3,0
689,maksssksksss610.xml,400,210,3,0
690,maksssksksss555.xml,400,225,3,0
691,maksssksksss126.xml,267,400,3,0
692,maksssksksss446.xml,500,500,3,0
693,maksssksksss850.xml,400,200,3,0
694,maksssksksss188.xml,301,400,3,0
695,maksssksksss45.xml,400,226,3,0
696,maksssksksss817.xml,301,400,3,0
697,maksssksksss187.xml,400,300,3,0
698,maksssksksss600.xml,400,250,3,0
699,maksssksksss455.xml,301,400,3,0
700,maksssksksss764.xml,301,400,3,0
701,maksssksksss827.xml,301,400,3,0
702,maksssksksss832.xml,309,400,3,0
703,maksssksksss36.xml,400,225,3,0
704,maksssksksss201.xml,400,226,3,0
705,maksssksksss728.xml,400,266,3,0
706,maksssksksss236.xml,301,400,3,0
707,maksssksksss273.xml,301,400,3,0
708,maksssksksss452.xml,400,289,3,0
709,maksssksksss337.xml,246,400,3,0
710,maksssksksss607.xml,400,277,3,0
711,maksssksksss130.xml,332,400,3,0
712,maksssksksss585.xml,400,399,3,0
713,maksssksksss262.xml,301,400,3,0
714,maksssksksss377.xml,400,300,3,0
715,maksssksksss745.xml,301,400,3,0
716,maksssksksss612.xml,400,295,3,0
717,maksssksksss280.xml,400,267,3,0
718,maksssksksss272.xml,275,400,3,0
719,maksssksksss76.xml,400,257,3,0
720,maksssksksss504.xml,301,400,3,0
721,maksssksksss435.xml,400,282,3,0
722,maksssksksss442.xml,301,400,3,0
723,maksssksksss523.xml,400,267,3,0
724,maksssksksss123.xml,400,301,3,0
725,maksssksksss737.xml,400,226,3,0
726,maksssksksss695.xml,400,267,3,0
727,maksssksksss266.xml,301,400,3,0
728,maksssksksss669.xml,300,400,3,0
729,maksssksksss384.xml,267,400,3,0
730,maksssksksss58.xml,400,267,3,0
731,maksssksksss343.xml,301,400,3,0
732,maksssksksss52.xml,400,225,3,0
733,maksssksksss482.xml,301,400,3,0
734,maksssksksss397.xml,400,225,3,0
735,maksssksksss616.xml,400,267,3,0
736,maksssksksss806.xml,400,225,3,0
737,maksssksksss151.xml,400,200,3,0
738,maksssksksss489.xml,400,211,3,0
739,maksssksksss133.xml,301,400,3,0
740,maksssksksss721.xml,301,400,3,0
741,maksssksksss171.xml,400,400,3,0
742,maksssksksss189.xml,400,200,3,0
743,maksssksksss225.xml,301,400,3,0
744,maksssksksss433.xml,301,400,3,0
745,maksssksksss451.xml,400,273,3,0
746,maksssksksss249.xml,400,267,3,0
747,maksssksksss362.xml,400,275,3,0
748,maksssksksss248.xml,301,400,3,0
749,maksssksksss116.xml,400,225,3,0
750,maksssksksss644.xml,301,400,3,0
751,maksssksksss356.xml,301,400,3,0
752,maksssksksss9.xml,267,400,3,0
753,maksssksksss663.xml,301,400,3,0
754,maksssksksss691.xml,400,267,3,0
755,maksssksksss820.xml,400,225,3,0
756,maksssksksss608.xml,301,400,3,0
757,maksssksksss765.xml,301,400,3,0
758,maksssksksss134.xml,400,225,3,0
759,maksssksksss618.xml,301,400,3,0
760,maksssksksss378.xml,400,188,3,0
761,maksssksksss157.xml,400,225,3,0
762,maksssksksss270.xml,400,208,3,0
763,maksssksksss566.xml,400,300,3,0
764,maksssksksss630.xml,301,400,3,0
765,maksssksksss279.xml,400,266,3,0
766,maksssksksss814.xml,301,400,3,0
767,maksssksksss643.xml,400,400,3,0
768,maksssksksss82.xml,400,225,3,0
769,maksssksksss505.xml,267,400,3,0
770,maksssksksss622.xml,400,300,3,0
771,maksssksksss719.xml,400,226,3,0
772,maksssksksss483.xml,400,267,3,0
773,maksssksksss33.xml,250,400,3,0
774,maksssksksss603.xml,400,278,3,0
775,maksssksksss175.xml,400,226,3,0
776,maksssksksss64.xml,400,225,3,0
777,maksssksksss723.xml,400,226,3,0
778,maksssksksss569.xml,400,226,3,0
779,maksssksksss564.xml,400,226,3,0
780,maksssksksss731.xml,400,400,3,0
781,maksssksksss86.xml,400,300,3,0
782,maksssksksss393.xml,400,400,3,0
783,maksssksksss40.xml,400,267,3,0
784,maksssksksss744.xml,400,225,3,0
785,maksssksksss232.xml,400,300,3,0
786,maksssksksss445.xml,400,267,3,0
787,maksssksksss81.xml,400,240,3,0
788,maksssksksss148.xml,400,364,3,0
789,maksssksksss831.xml,400,241,3,0
790,maksssksksss758.xml,400,280,3,0
791,maksssksksss778.xml,400,267,3,0
792,maksssksksss140.xml,400,267,3,0
793,maksssksksss414.xml,400,225,3,0
794,maksssksksss556.xml,400,198,3,0
795,maksssksksss710.xml,400,200,3,0
796,maksssksksss3.xml,400,271,3,0
797,maksssksksss127.xml,267,400,3,0
798,maksssksksss0.xml,512,366,3,0
799,maksssksksss591.xml,400,267,3,0
800,maksssksksss712.xml,301,400,3,0
801,maksssksksss326.xml,382,400,3,0
802,maksssksksss185.xml,400,267,3,0
803,maksssksksss787.xml,400,288,3,0
804,maksssksksss336.xml,400,267,3,0
805,maksssksksss304.xml,400,282,3,0
806,maksssksksss306.xml,301,400,3,0
807,maksssksksss295.xml,267,400,3,0
808,maksssksksss367.xml,400,267,3,0
809,maksssksksss199.xml,400,276,3,0
810,maksssksksss752.xml,400,225,3,0
811,maksssksksss521.xml,400,225,3,0
812,maksssksksss14.xml,301,400,3,0
813,maksssksksss194.xml,400,267,3,0
814,maksssksksss143.xml,301,400,3,0
815,maksssksksss335.xml,301,400,3,0
816,maksssksksss244.xml,400,262,3,0
817,maksssksksss459.xml,298,400,3,0
818,maksssksksss843.xml,400,400,3,0
819,maksssksksss773.xml,400,274,3,0
820,maksssksksss557.xml,301,400,3,0
821,maksssksksss586.xml,400,267,3,0
822,maksssksksss124.xml,400,271,3,0
823,maksssksksss468.xml,301,400,3,0
824,maksssksksss623.xml,400,245,3,0
825,maksssksksss154.xml,301,400,3,0
826,maksssksksss499.xml,400,226,3,0
827,maksssksksss278.xml,400,300,3,0
828,maksssksksss173.xml,400,294,3,0
829,maksssksksss777.xml,400,226,3,0
830,maksssksksss179.xml,400,267,3,0
831,maksssksksss65.xml,400,300,3,0
832,maksssksksss197.xml,400,226,3,0
833,maksssksksss128.xml,301,400,3,0
834,maksssksksss415.xml,301,400,3,0
835,maksssksksss41.xml,400,281,3,0
836,maksssksksss147.xml,400,250,3,0
837,maksssksksss26.xml,400,400,3,0
838,maksssksksss588.xml,400,267,3,0
839,maksssksksss590.xml,301,400,3,0
840,maksssksksss6.xml,600,405,3,0
841,maksssksksss375.xml,400,310,3,0
842,maksssksksss639.xml,400,226,3,0
843,maksssksksss793.xml,301,400,3,0
844,maksssksksss16.xml,301,400,3,0
845,maksssksksss271.xml,301,400,3,0
846,maksssksksss328.xml,301,400,3,0
847,maksssksksss500.xml,301,400,3,0
848,maksssksksss211.xml,400,364,3,0
849,maksssksksss398.xml,400,336,3,0
850,maksssksksss120.xml,301,400,3,0
851,maksssksksss373.xml,512,340,3,0
852,maksssksksss829.xml,400,200,3,0
